name,allegiances,death year,book of death,death chapter,book intro chapter,gender,nobility,got,cok,sos,ffc,dwd,S.No,actual,pred,alive,plod,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
Timon,Baratheon,,,,65.0,1,0,0,1,0,0,0,196,1,1,0.74,0.26,Ser,0,,,,,,,,,0,1,1,0,0,,,,,0,1,,0,0,0,0.006688963000000001,1
Tion Frey,Lannister,299.0,3.0,20.0,20.0,0,1,0,0,1,0,0,1395,0,1,0.584,0.41600000000000004,,1,,279.0,299.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.12040133800000001,0
Tobho Mott,None,,,,27.0,1,0,1,0,1,0,0,271,1,1,0.6509999999999999,0.349,,1,Qohor,,,,,,,,1,1,1,1,1,,,,,0,0,,0,0,0,0.08361204,1
Todder,Night's Watch,,,,19.0,1,0,1,0,1,0,1,1396,1,0,0.073,0.927,,1,,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,0,,0,0,0,0.036789298,1
Todric,Greyjoy,299.0,2.0,37.0,37.0,1,0,0,1,0,0,0,201,0,1,0.7190000000000001,0.281,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
Tom of Sevenstreams,None,,,,13.0,1,0,0,0,1,1,0,1892,1,1,0.9540000000000001,0.046,,1,,240.0,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,65.0,0,0,0,0.153846154,1
Tomard,House Stark,298.0,1.0,49.0,22.0,1,0,1,0,0,0,0,1397,0,0,0.209,0.7909999999999999,,1,northmen,249.0,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,49.0,0,0,0,0.063545151,0
Tormund,Wildling,,,,7.0,1,1,0,0,1,0,1,1839,1,0,0.304,0.696,Ruddy Hall,1,Free Folk,,,,,,,,0,0,1,1,1,,,,,0,1,,0,0,0,0.214046823,1
Torrek,None,,,,42.0,1,0,1,0,0,0,0,206,1,1,0.937,0.063,,0,Vale mountain clans,,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
Torrhen Karstark,Stark,298.0,1.0,63.0,53.0,1,1,1,0,0,0,0,1846,0,1,0.855,0.145,,1,Northmen,,298.0,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,1,0,0.076923077,0
Tothmure,Lannister,299.0,2.0,64.0,30.0,1,0,0,1,0,0,0,207,0,1,0.772,0.228,Maester,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.013377926000000002,0
Tregar,House Lannister,298.0,1.0,39.0,35.0,1,0,1,0,0,0,0,209,0,1,0.8029999999999999,0.19699999999999998,,0,,,298.0,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,0
Tremond Gargalen,Martell,,,,38.0,1,1,0,0,1,0,1,1403,1,1,0.982,0.018000000000000002,Salt Shore,0,Dornish,,,,,,House Gargalen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
Tristifer Botley,Greyjoy,,,,11.0,1,1,0,0,0,1,1,1613,1,0,0.25,0.75,Lordsport,1,Ironborn,,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.12040133800000001,1
Triston Sunderland,Lannister,,,,9.0,1,1,0,0,0,0,1,1407,1,1,0.6709999999999999,0.32899999999999996,Three Sisters,1,,,,,,,House Sunderland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1
Tuffleberry,None,,,,38.0,1,0,0,1,0,0,0,215,1,1,0.74,0.26,,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Tumberjon,Night's Watch,,,,0.0,1,0,0,0,1,0,0,216,1,1,0.74,0.26,,0,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
Tumco Lho,Targaryen,,,,67.0,1,0,0,0,0,0,1,217,1,0,0.4,0.6,Ser,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.030100334,1
Tybero Istarion,None,,,,66.0,1,0,0,0,0,0,1,220,1,1,0.76,0.24,,1,,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0,0,0.013377926000000002,1
Tycho Nestoris,None,,,,44.0,1,0,0,0,0,0,1,1889,1,0,0.15,0.85,,1,Braavosi,,,,,,Iron Bank of Braavos,,0,0,0,0,1,,,,,0,0,,0,0,0,0.086956522,1
Tyene Sand,House Martell,,,,38.0,0,1,0,0,0,1,1,1911,1,1,0.825,0.175,,0,Dornish,276.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,29.0,1,1,0,0.137123746,1
Tymor,House Greyjoy,299.0,2.0,66.0,37.0,1,0,0,1,0,0,0,221,1,0,0.32299999999999995,0.677,,1,,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Tyrek Lannister,House Lannister,299.0,2.0,41.0,30.0,1,1,1,1,0,0,0,1413,0,1,0.525,0.475,,1,,286.0,299.0,,,,House Lannister,Ermesande Hayford,1,1,1,1,1,,,,1.0,1,0,13.0,0,0,0,0.133779264,0
Tyrion Lannister,Lannister,,,,4.0,1,1,1,1,1,0,1,1841,1,0,0.293,0.7070000000000001,Hand of the King,1,,273.0,,,,,House Lannister,Tysha,1,1,1,1,1,,,,1.0,1,1,32.0,12,1,1,1.0,1
Tyta Frey,None,,,,49.0,0,1,0,0,1,0,0,1412,1,1,0.823,0.177,,0,,269.0,,,,,House Frey,,0,1,1,1,1,,,,,0,0,36.0,0,0,0,0.086956522,1
Tytos Blackwood,Tully,,,,56.0,1,1,1,0,1,0,1,1819,1,0,0.006999999999999999,0.993,Raventree Hall,1,,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.22073578600000002,1
Tytos Brax,Lannister,,,,63.0,1,1,1,1,0,0,0,1415,1,0,0.375,0.625,Ser,1,,,,,,,House Brax,,1,1,1,1,1,,,,,0,1,,0,0,0,0.043478261,1
Tytos Frey,None,299.0,3.0,,,1,1,0,0,1,0,0,1416,0,1,0.7040000000000001,0.29600000000000004,Ser,1,,261.0,299.0,,,,House Frey,Zhoe Blanetree,0,1,1,1,0,,,,1.0,1,1,38.0,0,0,0,0.063545151,0
Tywin Lannister,House Lannister,300.0,3.0,77.0,42.0,1,1,1,1,1,0,0,1799,0,0,0.053,0.9470000000000001,Casterly Rock,1,,242.0,300.0,,,,House Lannister,Joanna Lannister,1,1,1,1,1,,,,0.0,1,1,58.0,5,1,1,1.0,0
Ulf son of Umar,Lannister,298.0,1.0,62.0,56.0,1,0,1,0,0,0,0,1855,0,1,0.682,0.318,,1,Vale mountain clans,,298.0,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.023411371,0
Ulf the Ill,House Greyjoy,299.0,2.0,66.0,66.0,1,0,0,1,0,0,0,222,0,1,0.7959999999999999,0.204,,0,Ironborn,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926000000002,0
Ulmer,Night's Watch,,,,33.0,1,0,0,0,1,0,1,1617,1,1,0.76,0.24,,1,,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0,0,0.053511706,1
Ulwyck Uller,Martell,,,,38.0,1,1,0,0,1,0,1,1419,1,1,0.986,0.013999999999999999,Ser,1,,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0,0,0.02006689,1
Umar,None,,,,56.0,1,0,1,0,0,0,0,225,1,1,0.674,0.326,,0,Vale mountain clans,,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Umfred,None,,,,68.0,1,0,0,0,1,0,0,226,1,1,0.838,0.162,,0,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Unella,None,,,,43.0,1,0,0,0,0,1,0,1420,1,1,0.955,0.045,Septa,0,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.02006689,1
Urreg,Night's Watch,299.0,2.0,19.0,14.0,1,0,0,1,0,0,0,228,1,1,0.76,0.24,,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
Urswyck,None,,,,21.0,1,0,0,0,1,0,0,1856,1,0,0.021,0.9790000000000001,,1,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.030100334,1
Utherydes Wayn,Tully,,,,71.0,1,0,1,1,1,0,0,1421,1,1,0.64,0.36,Steward,0,,237.0,,,,,House Wayn,,1,1,1,1,1,,,,,0,1,68.0,0,0,0,0.033444816,1
Utt,None,299.0,3.0,39.0,30.0,1,0,0,1,1,0,0,235,0,0,0.075,0.925,Septon,1,,,299.0,,,,Brave Companions,,0,1,1,0,0,,,,,0,0,,0,0,0,0.023411371,0
Val,Wildling,,,,7.0,0,0,0,0,1,0,1,1895,1,1,0.978,0.022000000000000002,,0,Free folk,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227,1
Varamyr,Wildling,300.0,5.0,0.0,15.0,1,0,0,0,1,0,1,1790,0,0,0.069,0.9309999999999999,,1,Free Folk,,300.0,,,,,,0,0,1,0,1,,,,,0,0,,0,0,0,0.22742474899999998,0
Vardis Egen,Arryn,298.0,1.0,40.0,34.0,1,0,1,0,0,0,0,1864,0,0,0.063,0.937,Ser,1,Valemen,249.0,298.0,,,,House Egen,,1,1,1,0,0,,,,,0,1,49.0,0,0,0,0.090301003,0
Vargo Hoat,None,300.0,3.0,20.0,30.0,1,0,0,1,1,0,0,1794,0,0,0.003,0.997,Lord of Harrenhal,1,Qohor,,300.0,,,,Brave Companions,,1,1,1,1,0,,,,,0,1,,0,0,0,0.21070234100000002,0
Varys,Targaryen,,,,25.0,1,0,1,1,1,0,1,1831,1,0,0.465,0.535,Master of Whisperers,1,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,1,0.899665552,1
Vayon Poole,Stark,298.0,1.0,21.0,7.0,1,0,1,1,0,0,0,1425,0,0,0.433,0.5670000000000001,Winterfell,1,,,298.0,,,,House Poole,,1,1,0,0,0,,,,,0,1,,0,0,0,0.053511706,0
Victarion Greyjoy,House Greyjoy,,,,24.0,1,1,0,1,0,1,1,1834,1,0,0.254,0.746,Lord Captain of the Iron Fleet,1,Ironborn,268.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,37.0,4,1,1,0.705685619,1
Viserys Targaryen,House Targaryen,298.0,1.0,46.0,3.0,1,1,1,0,0,0,0,1830,0,0,0.08199999999999999,0.9179999999999999,Lord of the Seven Kingdoms,1,Valyrian,276.0,298.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,1,22.0,11,1,1,0.6220735789999999,0
Vylarr,House Lannister,,,,3.0,1,0,0,1,0,0,0,1428,1,1,0.7879999999999999,0.212,Captain of the guard,1,,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1
Vyman,Tully,,,,55.0,1,0,0,1,1,1,0,1866,1,1,0.537,0.46299999999999997,Maester,0,,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1
Walda Rivers (daughter of Aemon),None,,,,49.0,0,1,0,0,1,0,0,247,1,0,0.201,0.799,,0,,295.0,,,,,House Frey,,0,0,1,0,0,,,,,0,0,10.0,0,0,0,0.026755853,1
Walder Frey,None,,,,28.0,1,1,1,0,1,0,0,2,1,0,0.387,0.613,Lord of the Crossing,1,Rivermen,208.0,,,,,House Frey,Perra Royce,1,1,1,1,1,,,,1.0,1,1,97.0,1,1,1,0.89632107,1
Walder Rivers,None,,,,35.0,1,1,0,0,1,1,0,1937,1,1,0.847,0.153,Ser,1,Rivermen,,,,,,House Frey,Charlton,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.080267559,1
Wallen,Wildling,298.0,1.0,37.0,37.0,1,0,1,0,0,0,0,252,0,1,0.532,0.46799999999999997,,0,,,298.0,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.02006689,0
Walton,None,,,,64.0,1,0,0,1,1,0,1,253,1,1,0.9159999999999999,0.084,,1,northmen,,,,,,House Bolton,,0,1,1,1,1,,,,,0,0,,0,0,0,0.046822742,1
Wat (orphan),None,,,,37.0,1,0,0,0,0,1,0,257,1,1,0.988,0.012,,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.003344482,1
Wat (sailor),None,,,,34.0,1,0,0,0,0,1,0,258,1,1,0.99,0.01,,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Watt,Night's Watch,299.0,3.0,75.0,69.0,1,0,0,0,1,0,0,262,0,1,0.7020000000000001,0.298,,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.016722408,0
Watty,None,,,,39.0,1,0,0,0,1,0,0,1804,1,1,0.9890000000000001,0.011000000000000001,,0,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Waymar Royce,Night's Watch,297.0,1.0,0.0,0.0,1,1,1,0,0,0,0,1912,0,1,0.583,0.41700000000000004,Ser,1,Valemen,278.0,297.0,,,,House Royce,,1,1,1,1,0,,,,,0,1,19.0,1,1,0,0.123745819,0
Wayn (guard),House Stark,,,,37.0,1,0,1,0,0,0,0,263,1,1,0.758,0.242,,1,Northmen,,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
Weasel,None,,,,9.0,0,0,0,1,0,0,0,264,1,1,0.7240000000000001,0.276,,1,,296.0,,,,,,,0,1,0,0,0,,,,,0,0,9.0,0,0,0,0.016722408,1
Weese,Lannister,299.0,2.0,38.0,26.0,1,0,0,1,0,0,0,1875,0,0,0.299,0.701,,1,,,299.0,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.040133779,0
Wendel Manderly,Stark,299.0,3.0,51.0,55.0,1,1,1,1,1,0,0,1810,0,1,0.774,0.226,Ser,1,,254.0,299.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45.0,0,0,0,0.133779264,0
Wendello Qar Deeth,None,,,,40.0,1,1,0,1,0,0,0,266,1,1,0.767,0.233,,0,Qartheen,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
Werlag,House Greyjoy,299.0,2.0,66.0,37.0,1,0,0,1,0,0,0,267,1,1,0.8220000000000001,0.17800000000000002,,0,Ironborn,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Wex Pyke,Stark,,,,24.0,1,0,0,1,0,0,1,49,1,1,0.8640000000000001,0.136,,1,Ironborn,286.0,,,,,House Botley,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.113712375,1
Whalen Frey,None,,,,59.0,1,1,1,0,1,0,0,1443,1,1,0.674,0.326,Ser,1,,267.0,,,,,House Frey,Sylwa Paege,1,1,1,1,1,,,,1.0,1,1,38.0,0,0,0,0.100334448,1
Wilbert,Stark,298.0,3.0,29.0,29.0,1,0,0,0,1,0,0,9,0,1,0.7240000000000001,0.276,Ser,1,,,298.0,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.006688963000000001,0
Will,Night's Watch,297.0,1.0,0.0,0.0,1,0,1,0,0,0,0,11,0,0,0.16699999999999998,0.833,,1,,,297.0,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,,0,0,0,0.16387959900000001,0
Will (orphan),None,,,,37.0,1,0,0,0,0,1,0,12,1,1,0.985,0.015,,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.003344482,1
Willam Wells,Martell,300.0,5.0,6.0,6.0,1,0,0,0,0,0,1,1445,0,0,0.14800000000000002,0.852,Ser,1,Dornish,,300.0,,,,House Wells,,0,0,0,0,1,,,,,0,1,,0,0,0,0.040133779,0
Willem Lannister,House Lannister,299.0,3.0,20.0,19.0,1,1,0,0,1,0,0,1448,0,0,0.45799999999999996,0.542,,1,,285.0,299.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,14.0,4,1,0,0.16722408,0
William Mooton,Tully,,,,14.0,1,1,0,0,0,1,0,1451,1,0,0.447,0.5529999999999999,Maidenpool,1,,,,,,,House Mooton,,0,1,1,1,1,,,,,0,1,,0,0,0,0.043478261,1
Willis Wode,Arryn,,,,31.0,1,1,1,0,0,0,0,21,1,1,0.9740000000000001,0.026000000000000002,Ser,1,,,,,,,House Wode,,1,0,0,1,0,,,,,0,1,,0,0,0,0.02006689,1
Willit,Lannister,,,,65.0,1,0,0,1,0,0,0,20,1,1,0.922,0.078,,1,,,,,,,House Swyft,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
Willow Witch-eye,Wildling,300.0,5.0,69.0,37.0,0,0,0,0,0,0,1,26,0,0,0.217,0.7829999999999999,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.050167224,0
Willum,Tully,,,,43.0,1,0,1,0,0,0,0,24,1,1,0.561,0.439,Ser,1,,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
Woth,Night's Watch,299.0,2.0,14.0,14.0,1,0,0,1,0,0,0,27,0,0,0.193,0.807,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.030100334,0
Wulfe,House Greyjoy,,,,29.0,1,0,0,0,0,1,1,28,1,1,0.71,0.29,,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,0,,0,0,0,0.023411371,1
Wun Weg Wun Dar Wun,Wildling,,,,35.0,1,0,0,0,0,0,1,32,1,0,0.155,0.845,,1,,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.050167224,1
Wyl (guard),House Stark,298.0,1.0,35.0,35.0,1,0,1,0,0,0,0,30,0,0,0.203,0.797,,0,Northmen,,298.0,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.026755853,0
Wyl the Whittler,None,299.0,3.0,34.0,34.0,1,0,0,0,1,0,0,29,1,1,0.809,0.191,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Wylis Manderly,Stark,,,,55.0,1,1,1,1,0,1,0,1806,1,0,0.48100000000000004,0.519,Ser,1,,252.0,,,,,House Manderly,,1,1,1,1,1,,,,,0,1,53.0,0,0,0,0.157190635,1
Wylla Manderly,Stark,,,,19.0,0,1,0,0,0,0,1,1808,1,1,0.797,0.203,,0,,284.0,,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21.0,0,0,0,0.070234114,1
Wyman Manderly,Stark,,,,16.0,1,1,0,1,0,0,1,1801,1,0,0.47,0.53,Lord of White Harbor,1,,239.0,,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66.0,0,0,1,0.35451505,1
Wynafryd Manderly,Stark,,,,19.0,1,1,0,0,0,0,1,34,1,1,0.835,0.165,,0,,280.0,,,,,House Manderly,,0,0,0,1,1,,,,,0,0,25.0,0,0,0,0.056856187,1
Wynton Stout,Night's Watch,,,,41.0,1,0,0,0,1,0,0,1452,1,1,0.97,0.03,Ser,1,Northmen,219.0,,,,,House Stout,,0,0,1,1,0,,,,,0,1,86.0,0,0,0,0.033444816,1
Xaro Xhoan Daxos,None,,,,12.0,1,1,0,1,0,0,1,1897,1,0,0.447,0.5529999999999999,,1,Qartheen,,,,,,Thirteen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.244147157,1
Xhondo,None,,,,26.0,1,0,0,0,0,1,0,35,1,1,0.996,0.004,,1,Summer Isles,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.02006689,1
Yandry,House Targaryen,,,,8.0,1,0,0,0,0,0,1,1932,1,0,0.284,0.716,,1,,,,,,,House Targaryen,Ysilla,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.050167224,1
Yellow Dick,None,300.0,5.0,46.0,12.0,1,0,0,0,0,0,1,1802,0,1,0.917,0.083,,1,Westeros,,300.0,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0
Ygon Farwynd,Greyjoy,,,,19.0,1,1,0,0,0,1,0,36,1,1,0.9890000000000001,0.011000000000000001,,1,,,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Ygritte,Wildling,299.0,3.0,55.0,51.0,0,0,0,1,1,0,0,1848,0,1,0.512,0.488,,1,Wildling,280.0,299.0,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.244147157,0
Yohn Farwynd,Greyjoy,,,,19.0,1,1,0,0,0,1,0,38,1,1,0.997,0.003,,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Yohn Royce,Arryn,,,,29.0,1,1,1,0,0,1,0,1931,1,0,0.146,0.8540000000000001,Runestone,1,Valemen,,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,2,1,0,0.17056856199999998,1
Yoren,Night's Watch,299.0,2.0,19.0,13.0,1,0,1,1,0,0,0,1803,0,1,0.805,0.195,,0,Westeros,,299.0,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,0,0,0.267558528,0
Young Henly,Night's Watch,299.0,3.0,55.0,55.0,1,0,0,0,1,0,0,42,0,1,0.759,0.24100000000000002,,1,,240.0,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,59.0,0,0,0,0.013377926000000002,0
Ysilla,House Targaryen,,,,8.0,1,0,0,0,0,0,1,43,1,0,0.184,0.816,,0,,,,,,,,Yandry,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.040133779,1
Zei,Stark,,,,64.0,0,0,0,0,1,0,0,45,1,1,0.809,0.191,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Zollo,None,,,,21.0,1,0,0,0,1,0,0,272,1,0,0.02,0.98,,1,Dothraki,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.036789298,1
